level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
8	1790198878				37891	0
8	1790198881				37891	0
8	1790198884				37891	0
8	1790198886				37891	0
8	1790198888				37891	0
8	1790198891				37891	0
8	1790198894				37891	0
8	1790198896				37891	0
8	1790198898	1	0	0.001173249902229223	38369	93
8	1790198900	3	0	0.004106374657802059	38899	44
8	1790198902	1	0	0.002150958154086835	38899	74
8	1790198904	4	0	0.011536957371920176	40779	92
8	1790198906	4	0	0.014665623777864734	40779	100
8	1790198908	2	0	0.011341415721548675	42987	78
8	1790198910	6	0	0.024051622995698074	42987	100
8	1790198912	5	0	0.018576456785295292	44311	100
8	1790198915	5	0	0.020531873289010516	44311	100
8	1790198917	6	0	0.01720766523269457	44311	100
8	1790198919	5	0	0.011145874071177175	44311	100
8	1790198921	2	0	0.006648416112632005	44311	98
8	1790198923	5	0	0.01329683222526401	40881	100
8	1790198925	6	0	0.01759874853343757	40885	100
8	1790198927	6	0	0.018967540086038293	40885	96
8	1790198929	4	0	0.015447790379350845	40885	96
8	1790198931	2	0	0.011928040672663287	40885	100
8	1790198933	6	0	0.01818537348455218	40891	26
8	1790198935	2	0	0.00449745795854517	40891	100
8	1790198937	4	0	0.011145874071177175	40891	100
8	1790198939	5	0	0.00879937426671884	40891	75
8	1790198941	2	0	0.004106374657802059	40891	89
8	1790198943	4	0	0.008408290965975729	40891	100
