level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
8	1790196463	0	0	0.0	37891	0
8	1790196465	0	0	0.0	37891	0
8	1790196468	0	0	0.0	37891	0
8	1790196470	0	0	0.0	37891	0
8	1790196472	0	0	0.0	37891	0
8	1790196475	0	0	0.0	37891	0
8	1790196478	0	0	0.0	37891	0
8	1790196480	0	0	0.0	37891	0
8	1790196482	3	0	0.003324208056315947	38191	36
8	1790196484	2	0	0.003910833007430559	38943	87
8	1790196487	0	0	0.0	38943	0
8	1790196489	5	0	0.012319123973406287	40823	100
8	1790196491	3	0	0.012905748924520899	40823	100
8	1790196493	3	0	0.019358623386781404	43031	100
8	1790196495	1	0	0.005670707860774393	43031	100
8	1790196497	0	0	0.0	44355	100
8	1790196499	4	0	0.016816581931951458	44355	100
8	1790196501	6	0	0.011341415721548675	44355	100
8	1790196503	2	0	0.005084082909659782	44355	74
8	1790196505	0	0	0.0	44355	55
8	1790196507	6	0	0.014470082127493122	44355	100
8	1790196509	2	0	0.0037152913570590584	44355	98
8	1790196511	0	0	0.0	41455	100
8	1790196513	5	0	0.016034415330465346	41455	100
8	1790196515	3	0	0.019163081736409904	41455	77
8	1790196518	4	0	0.016621040281579957	41455	88
8	1790196520	6	0	0.022878373093468962	41455	100
8	1790196522	7	0	0.020140789988267516	41455	79
8	1790196524	5	0	0.00879937426671884	41455	100
8	1790196526	0	0	0.0	41455	100
8	1790196528	8	0	0.02170512319123974	41455	100
8	1790196530	4	0	0.007235041063746617	41455	93
8	1790196532	5	0	0.010559249120062564	41455	100
8	1790196534	2	0	0.0037152913570590584	41455	100
