level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
32	1790194669	0	0	0.0	39621	0
32	1790194671	0	0	0.0	39621	0
32	1790194674	0	0	0.0	39621	0
32	1790194676	0	0	0.0	39621	0
32	1790194678	0	0	0.0	39621	0
32	1790194681	0	0	0.0	39621	0
32	1790194683	0	0	0.0	39621	0
32	1790194685	0	0	0.0	39621	0
32	1790194688	0	0	0.0	39621	0
32	1790194690	4	0	0.005179430262671092	39833	12
32	1790194692	9	0	0.009064002959674466	40107	90
32	1790194694	7	0	0.009064002959674466	40747	10
32	1790194696	4	0	0.006659267480577102	40751	85
32	1790194698	4	0	0.007029226785053688	40751	67
32	1790194700	5	0	0.00869404365519788	40751	36
32	1790194702	6	0	0.010913799482056952	41135	71
32	1790194705	3	0	0.006659267480577102	41135	98
32	1790194707	2	0	0.004069552349241556	41135	94
32	1790194709	1	0	0.002034776174620778	41945	100
32	1790194711	2	1	0.006659267480577102	43133	100
32	1790194713	3	0	0.011653718091010012	43133	100
32	1790194715	4	0	0.015538290788013276	43133	100
32	1790194717	3	0	0.010173880873104002	43133	100
32	1790194719	0	0	0.0	43133	0
32	1790194721	2	0	0.004439511653718142	43133	100
32	1790194723	3	0	0.008324084350721406	43133	100
32	1790194725	3	0	0.009433962264150941	43133	92
32	1790194727	6	0	0.014798372179060326	43133	94
32	1790194729	3	4	0.009988901220865709	44017	38
32	1790194731	5	0	0.007954125046244931	44017	36
32	1790194733	1	0	0.0011098779134295356	44017	63
32	1790194735	0	0	0.0	44017	0
32	1790194738	0	0	0.0	44017	0
32	1790194740	0	0	0.0	44017	0
32	1790194742	4	0	0.007584165741768456	44017	92
32	1790194744	8	0	0.014798372179060326	44017	84
32	1790194746	24	8	0.04809470958194595	41399	97
32	1790194748	29	0	0.06344802071772104	41403	98
32	1790194750	19	0	0.040510543840177604	41403	86
32	1790194752	12	0	0.02885682574916759	41403	48
32	1790194754	17	0	0.044210136884942686	41403	21
32	1790194756	15	0	0.03570107288198299	41403	33
32	1790194758	19	0	0.0438401775804661	41403	100
32	1790194760	12	0	0.03089160192378837	41405	100
32	1790194762	3	0	0.012393636699962962	41405	100
