level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
4	1790193925	0	0	0.0	39621	0
4	1790193927	0	0	0.0	39621	0
4	1790193929	0	0	0.0	39621	0
4	1790193932	0	0	0.0	39621	0
4	1790193934	0	0	0.0	39621	0
4	1790193936	0	0	0.0	39621	0
4	1790193939	0	0	0.0	39621	0
4	1790193941	0	0	0.0	39621	0
4	1790193943	1	0	0.0009248982611912426	40089	66
4	1790193945	3	0	0.004994450610432799	40615	32
4	1790193947	2	0	0.002959674435812021	40615	100
4	1790193949	0	0	0.0	40615	0
4	1790193951	2	0	0.0064742878283389205	42495	100
4	1790193953	1	0	0.005364409914909385	42495	100
4	1790193955	1	0	0.002034776174620778	42497	100
4	1790193957	2	0	0.006844247132815395	42497	100
4	1790193960	2	0	0.007029226785053688	42497	99
4	1790193962	4	0	0.013318534961154316	42497	100
4	1790193964	2	0	0.0031446540880503138	42497	100
4	1790193966	0	0	0.0	42497	0
4	1790193968	3	0	0.00573436921938586	42497	100
4	1790193970	1	0	0.0038845726970033745	42497	100
4	1790193972	2	0	0.007584165741768456	43361	100
4	1790193974	0	0	0.0	43361	0
4	1790193976	4	0	0.008139104698483113	43361	100
4	1790193978	2	0	0.004069552349241556	43361	99
4	1790193980	0	0	0.0	43361	52
4	1790193982	4	0	0.012578616352201255	44245	87
4	1790193984	2	0	0.004994450610432799	44245	100
4	1790193986	3	0	0.004069552349241556	44245	100
4	1790193988	0	0	0.0	44245	0
4	1790193991	2	0	0.004069552349241556	44245	100
4	1790193993	3	0	0.006844247132815395	44245	99
4	1790193995	3	0	0.0036995930447650816	44245	100
4	1790193997	0	0	0.0	44245	0
4	1790193999	4	0	0.004624491305956324	44245	100
4	1790194001	1	0	0.002034776174620778	44245	100
4	1790194003	3	0	0.006104328523862335	44245	100
4	1790194005	3	0	0.006104328523862335	44245	85
4	1790194007	1	0	0.0016648168701443034	44245	97
4	1790194009	1	0	0.0018497965223824853	44245	100
