level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
1	1790193272	0	0	0.0	39621	0
1	1790193274	0	0	0.0	39621	0
1	1790193276	0	0	0.0	39621	0
1	1790193279	0	0	0.0	39621	0
1	1790193281	0	0	0.0	39621	0
1	1790193284	0	0	0.0	39621	0
1	1790193286	0	0	0.0	39621	0
1	1790193289	0	0	0.0	39621	0
1	1790193291	0	0	0.0	40425	0
1	1790193293	0	0	0.0	40433	0
1	1790193295	0	0	0.0	40433	0
1	1790193297	0	0	0.0	40433	0
1	1790193299	0	0	0.0	40433	0
1	1790193301	0	0	0.0	40433	0
1	1790193303	1	0	0.0012948575656678285	40433	100
1	1790193305	0	0	0.0	40433	0
1	1790193307	0	0	0.0	40433	0
1	1790193309	1	0	0.005364409914909385	42313	100
1	1790193311	1	0	0.005364409914909385	42313	100
1	1790193313	1	0	0.0016648168701443034	42313	100
1	1790193315	0	0	0.0	42313	0
1	1790193318	0	0	0.0	42313	0
1	1790193320	0	0	0.0	42313	0
1	1790193322	1	0	0.005364409914909385	42313	100
1	1790193324	1	0	0.005549389567147567	42313	100
1	1790193326	0	0	0.0	42313	0
1	1790193328	1	0	0.0014798372179060104	42313	61
1	1790193330	0	0	0.0	42313	0
1	1790193332	1	0	0.0018497965223824853	42313	100
1	1790193334	0	0	0.0	42313	0
1	1790193336	0	0	0.0	42313	0
1	1790193338	1	0	0.002774694783573839	42313	100
1	1790193340	0	0	0.0	42313	0
1	1790193342	1	0	0.0036995930447650816	42313	100
1	1790193344	1	0	0.0038845726970033745	42313	100
1	1790193346	1	0	0.0009248982611912426	42313	100
1	1790193348	1	0	0.0012948575656678285	42313	86
1	1790193350	0	0	0.0	42313	0
1	1790193352	1	0	0.0009248982611912426	42313	100
1	1790193355	1	0	0.0009248982611912426	42313	100
1	1790193357	0	0	0.0	43177	34
1	1790193359	0	0	0.0	43177	0
1	1790193361	1	0	0.002034776174620778	43177	100
1	1790193363	0	0	0.0	43177	0
1	1790193365	0	0	0.0	43177	0
1	1790193367	0	0	0.0	43177	0
1	1790193369	1	0	0.0036995930447650816	43177	100
1	1790193371	1	0	0.0009248982611912426	43177	100
1	1790193373	1	0	0.002589715131335546	43177	100
1	1790193375	1	0	0.0012948575656678285	43177	100
1	1790193377	1	0	0.0014798372179060104	43177	100
1	1790193379	0	0	0.0	43177	0
1	1790193381	1	0	0.0038845726970033745	43177	100
1	1790193383	1	0	0.004069552349241556	43177	100
1	1790193385	0	0	0.0	43177	0
1	1790193387	1	0	0.00573436921938586	44061	100
1	1790193389	0	0	0.0	44061	0
1	1790193391	0	0	0.0	44061	0
1	1790193393	0	0	0.0	44061	17
1	1790193395	0	0	0.0	44061	0
1	1790193398	1	0	0.002404735479097253	44061	100
1	1790193400	0	0	0.0	44061	0
1	1790193402	0	0	0.0	44061	0
1	1790193404	1	0	0.0009248982611912426	44061	100
1	1790193406	0	0	0.0	44061	0
1	1790193408	1	0	0.002959674435812021	44061	100
1	1790193410	1	0	0.002959674435812021	44061	100
1	1790193412	1	0	0.002959674435812021	44061	100
1	1790193414	1	0	0.0011098779134295356	44061	100
1	1790193416	1	0	0.0014798372179060104	44061	100
1	1790193418	0	0	0.0	44061	0
1	1790193420	1	0	0.0012948575656678285	44061	100
1	1790193422	1	0	0.0012948575656678285	44061	100
1	1790193424	0	0	0.0	44061	0
1	1790193426	1	0	0.0012948575656678285	44061	100
1	1790193428	1	0	0.0009248982611912426	44061	100
1	1790193430	0	0	0.0	44061	0
1	1790193432	1	0	0.0011098779134295356	44061	100
1	1790193434	1	0	0.002034776174620778	44061	100
1	1790193436	0	0	0.0	44061	0
1	1790193438	1	0	0.0009248982611912426	44061	100
1	1790193440	0	0	0.0	44061	0
1	1790193443	1	0	0.002959674435812021	44061	100
1	1790193445	0	0	0.0	44061	0
1	1790193447	0	0	0.0	44061	0
1	1790193449	1	0	0.002589715131335546	44061	100
1	1790193451	0	0	0.0	44061	0
1	1790193453	0	0	0.0	44061	12
1	1790193455	1	0	0.0018497965223824853	44061	100
1	1790193457	1	0	0.0016648168701443034	44061	100
