level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
4	1790196196	0	0	0.0	37891	0
4	1790196199	0	0	0.0	37891	0
4	1790196201	0	0	0.0	37891	0
4	1790196204	0	0	0.0	37891	0
4	1790196206	0	0	0.0	37891	0
4	1790196209	0	0	0.0	37891	0
4	1790196211	0	0	0.0	37891	0
4	1790196214	0	0	0.0	37891	0
4	1790196216	2	0	0.0035197497066875583	38885	100
4	1790196218	2	0	0.0029331247555729467	38885	97
4	1790196220	0	0	0.0	38885	59
4	1790196222	2	0	0.006843957763003505	40765	100
4	1790196224	1	0	0.005670707860774393	40765	100
4	1790196226	0	0	0.0	43085	100
4	1790196229	3	0	0.016229956980836957	43085	100
4	1790196231	2	0	0.01368791552600701	43085	100
4	1790196233	3	0	0.00919045756746184	43085	100
4	1790196235	0	0	0.0	43085	100
4	1790196237	1	0	0.002150958154086835	43085	100
4	1790196239	3	0	0.006452874462260505	43087	100
4	1790196241	3	0	0.0058662495111458934	43087	100
4	1790196243	0	0	0.0	43087	0
4	1790196245	1	0	0.002150958154086835	43087	100
4	1790196247	0	0	0.0	43087	0
4	1790196249	4	0	0.016034415330465346	44431	100
4	1790196251	4	0	0.014470082127493122	44431	100
4	1790196253	2	0	0.010559249120062564	44431	100
4	1790196255	2	0	0.013101290574892399	44431	100
4	1790196257	4	0	0.012319123973406287	44431	95
4	1790196260	1	0	0.00430191630817367	44431	100
4	1790196262	3	0	0.00430191630817367	44431	100
4	1790196264	0	0	0.0	44431	0
4	1790196266	3	0	0.007821666014861117	44431	100
4	1790196268	3	0	0.005475166210402782	44431	100
4	1790196270	2	0	0.0025420414548298353	44431	100
4	1790196272	1	0	0.0013687915526007233	44431	100
4	1790196274	2	0	0.009581540868204952	44431	100
4	1790196276	0	0	0.0	44431	62
4	1790196278	4	0	0.009777082518576452	44431	100
4	1790196280	2	0	0.00449745795854517	44431	100
4	1790196282	3	0	0.005475166210402782	44431	100
4	1790196284	3	0	0.005670707860774393	44431	100
