1790194666	4.448GiB / 61.94GiB
1790194669	4.744GiB / 61.94GiB
1790194672	5.198GiB / 61.94GiB
1790194675	5.501GiB / 61.94GiB
1790194678	5.698GiB / 61.94GiB
1790194681	5.861GiB / 61.94GiB
1790194684	6.079GiB / 61.94GiB
1790194687	6.321GiB / 61.94GiB
1790194690	7.792GiB / 61.94GiB
1790194693	9.296GiB / 61.94GiB
1790194696	10.6GiB / 61.94GiB
1790194699	12.02GiB / 61.94GiB
1790194702	13.15GiB / 61.94GiB
1790194706	14.37GiB / 61.94GiB
1790194709	14.79GiB / 61.94GiB
1790194712	14.55GiB / 61.94GiB
1790194715	13.63GiB / 61.94GiB
1790194718	14.2GiB / 61.94GiB
1790194721	13.28GiB / 61.94GiB
1790194724	13.23GiB / 61.94GiB
1790194727	14.13GiB / 61.94GiB
1790194730	14.65GiB / 61.94GiB
1790194733	15.93GiB / 61.94GiB
1790194736	17.09GiB / 61.94GiB
1790194739	13.69GiB / 61.94GiB
1790194742	13.47GiB / 61.94GiB
1790194745	9.27GiB / 61.94GiB
1790194748	9.796GiB / 61.94GiB
1790194751	10.31GiB / 61.94GiB
1790194754	9.703GiB / 61.94GiB
1790194757	9.945GiB / 61.94GiB
1790194760	9.188GiB / 61.94GiB
