1790194422	4.435GiB / 61.94GiB
1790194426	4.921GiB / 61.94GiB
1790194429	5.202GiB / 61.94GiB
1790194432	5.47GiB / 61.94GiB
1790194435	5.674GiB / 61.94GiB
1790194438	6.178GiB / 61.94GiB
1790194441	6.217GiB / 61.94GiB
1790194444	6.336GiB / 61.94GiB
1790194447	7.616GiB / 61.94GiB
1790194450	9.252GiB / 61.94GiB
1790194453	10.53GiB / 61.94GiB
1790194456	11.06GiB / 61.94GiB
1790194459	10.62GiB / 61.94GiB
1790194462	10.76GiB / 61.94GiB
1790194465	11.79GiB / 61.94GiB
1790194468	13.4GiB / 61.94GiB
1790194471	11GiB / 61.94GiB
1790194474	9.488GiB / 61.94GiB
1790194477	9.475GiB / 61.94GiB
1790194480	10.3GiB / 61.94GiB
1790194483	9.109GiB / 61.94GiB
1790194486	9.012GiB / 61.94GiB
1790194489	9.347GiB / 61.94GiB
1790194492	8.863GiB / 61.94GiB
