1790193922	4.462GiB / 61.94GiB
1790193925	4.625GiB / 61.94GiB
1790193928	4.848GiB / 61.94GiB
1790193931	5.03GiB / 61.94GiB
1790193934	5.186GiB / 61.94GiB
1790193937	5.254GiB / 61.94GiB
1790193940	5.41GiB / 61.94GiB
1790193943	6.171GiB / 61.94GiB
1790193946	7.236GiB / 61.94GiB
1790193949	8.841GiB / 61.94GiB
1790193952	11.03GiB / 61.94GiB
1790193956	6.374GiB / 61.94GiB
1790193959	6.793GiB / 61.94GiB
1790193962	6.556GiB / 61.94GiB
1790193965	6.476GiB / 61.94GiB
1790193968	7.294GiB / 61.94GiB
1790193971	8.067GiB / 61.94GiB
1790193974	7.599GiB / 61.94GiB
1790193977	7.081GiB / 61.94GiB
1790193980	7.765GiB / 61.94GiB
1790193983	7.528GiB / 61.94GiB
1790193986	7.67GiB / 61.94GiB
1790193989	8.663GiB / 61.94GiB
1790193992	7.653GiB / 61.94GiB
1790193995	8.468GiB / 61.94GiB
1790193998	7.676GiB / 61.94GiB
1790194001	8.04GiB / 61.94GiB
1790194004	8.454GiB / 61.94GiB
1790194007	8.163GiB / 61.94GiB
