1790193270	4.425GiB / 61.94GiB
1790193273	4.613GiB / 61.94GiB
1790193276	4.643GiB / 61.94GiB
1790193279	4.716GiB / 61.94GiB
1790193282	4.803GiB / 61.94GiB
1790193285	4.753GiB / 61.94GiB
1790193288	4.769GiB / 61.94GiB
1790193291	4.775GiB / 61.94GiB
1790193294	5.696GiB / 61.94GiB
1790193297	7.035GiB / 61.94GiB
1790193300	9.535GiB / 61.94GiB
1790193303	4.935GiB / 61.94GiB
1790193306	6.32GiB / 61.94GiB
1790193309	5.495GiB / 61.94GiB
1790193312	5.385GiB / 61.94GiB
1790193315	5.471GiB / 61.94GiB
1790193318	6.472GiB / 61.94GiB
1790193321	5.769GiB / 61.94GiB
1790193324	5.732GiB / 61.94GiB
1790193327	5.645GiB / 61.94GiB
1790193330	5.679GiB / 61.94GiB
1790193333	5.829GiB / 61.94GiB
1790193336	5.957GiB / 61.94GiB
1790193339	6.635GiB / 61.94GiB
1790193342	6.165GiB / 61.94GiB
1790193345	6.072GiB / 61.94GiB
1790193348	6.012GiB / 61.94GiB
1790193351	6.089GiB / 61.94GiB
1790193354	6.354GiB / 61.94GiB
1790193357	6.317GiB / 61.94GiB
1790193360	6.294GiB / 61.94GiB
1790193363	7.89GiB / 61.94GiB
1790193366	6.789GiB / 61.94GiB
1790193369	6.397GiB / 61.94GiB
1790193372	6.514GiB / 61.94GiB
1790193375	6.501GiB / 61.94GiB
1790193378	7.57GiB / 61.94GiB
1790193381	6.709GiB / 61.94GiB
1790193384	7.764GiB / 61.94GiB
1790193387	6.773GiB / 61.94GiB
1790193391	7.102GiB / 61.94GiB
1790193394	6.904GiB / 61.94GiB
1790193397	7.011GiB / 61.94GiB
1790193400	7.771GiB / 61.94GiB
1790193403	7.035GiB / 61.94GiB
1790193406	7.176GiB / 61.94GiB
1790193409	7.176GiB / 61.94GiB
1790193412	7.197GiB / 61.94GiB
1790193415	7.223GiB / 61.94GiB
1790193418	7.243GiB / 61.94GiB
1790193421	7.259GiB / 61.94GiB
1790193424	7.978GiB / 61.94GiB
1790193427	7.289GiB / 61.94GiB
1790193430	7.315GiB / 61.94GiB
1790193433	7.366GiB / 61.94GiB
1790193436	7.538GiB / 61.94GiB
1790193439	7.463GiB / 61.94GiB
1790193442	7.603GiB / 61.94GiB
1790193445	7.552GiB / 61.94GiB
1790193448	7.613GiB / 61.94GiB
1790193451	7.645GiB / 61.94GiB
1790193454	7.713GiB / 61.94GiB
1790193457	7.754GiB / 61.94GiB
