1790193630	4.47GiB / 61.94GiB
1790193633	4.581GiB / 61.94GiB
1790193636	4.655GiB / 61.94GiB
1790193639	4.771GiB / 61.94GiB
1790193642	4.833GiB / 61.94GiB
1790193645	4.821GiB / 61.94GiB
1790193648	4.771GiB / 61.94GiB
1790193651	5.192GiB / 61.94GiB
1790193654	6.269GiB / 61.94GiB
1790193658	7.715GiB / 61.94GiB
1790193661	9.206GiB / 61.94GiB
1790193664	5.543GiB / 61.94GiB
1790193667	5.99GiB / 61.94GiB
1790193670	6.663GiB / 61.94GiB
1790193673	5.909GiB / 61.94GiB
1790193676	6.136GiB / 61.94GiB
1790193679	7.272GiB / 61.94GiB
1790193682	6.315GiB / 61.94GiB
1790193685	6.74GiB / 61.94GiB
1790193688	6.71GiB / 61.94GiB
1790193691	6.629GiB / 61.94GiB
1790193694	8.716GiB / 61.94GiB
1790193697	6.63GiB / 61.94GiB
1790193700	6.668GiB / 61.94GiB
1790193703	7.547GiB / 61.94GiB
1790193706	7.169GiB / 61.94GiB
1790193709	6.968GiB / 61.94GiB
1790193712	7.337GiB / 61.94GiB
1790193715	7.48GiB / 61.94GiB
1790193718	7.812GiB / 61.94GiB
1790193721	7.483GiB / 61.94GiB
1790193724	7.382GiB / 61.94GiB
1790193727	7.433GiB / 61.94GiB
1790193730	7.443GiB / 61.94GiB
1790193733	7.496GiB / 61.94GiB
1790193736	7.751GiB / 61.94GiB
1790193739	7.775GiB / 61.94GiB
1790193742	8.08GiB / 61.94GiB
1790193745	8.138GiB / 61.94GiB
1790193748	8.085GiB / 61.94GiB
