level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
1	1790195515	0	0	0.0	37891	0
1	1790195518	0	0	0.0	37891	0
1	1790195520	0	0	0.0	37891	0
1	1790195523	0	0	0.0	37891	0
1	1790195525	0	0	0.0	37891	0
1	1790195527	0	0	0.0	37891	0
1	1790195529	0	0	0.0	37891	0
1	1790195532	0	0	0.0	37891	0
1	1790195534	0	0	0.0	38695	0
1	1790195536	0	0	0.0	38703	0
1	1790195538	0	0	0.0	38703	0
1	1790195540	0	0	0.0	38703	0
1	1790195542	0	0	0.0	38703	0
1	1790195544	0	0	0.0	38703	0
1	1790195546	1	0	0.008603832616347229	42269	100
1	1790195548	1	0	0.0013687915526007233	42269	100
1	1790195550	0	0	0.0	42269	0
1	1790195553	0	0	0.0	42269	0
1	1790195555	1	0	0.005670707860774393	42269	100
1	1790195557	1	0	0.005670707860774393	42269	92
1	1790195559	1	0	0.0017598748533437236	42269	100
1	1790195561	0	0	0.0	42269	0
1	1790195563	0	0	0.0	42269	0
1	1790195565	0	0	0.0	42269	100
1	1790195567	1	0	0.005670707860774393	42269	100
1	1790195569	1	0	0.0058662495111458934	42269	100
1	1790195571	0	0	0.0	42269	0
1	1790195573	0	0	0.0	42269	100
1	1790195575	1	0	0.0015643332029722234	42269	100
1	1790195577	0	0	0.0	42269	0
1	1790195579	1	0	0.001955416503715335	42269	100
1	1790195581	0	0	0.0	42269	74
1	1790195583	0	0	0.0	42269	0
1	1790195585	1	0	0.002346499804458335	42269	100
1	1790195587	0	0	0.0	42269	0
1	1790195589	1	0	0.003910833007430559	42269	100
1	1790195591	1	0	0.004106374657802059	42269	100
1	1790195593	1	0	0.000977708251857612	42269	61
1	1790195595	1	0	0.0013687915526007233	42269	100
1	1790195598	0	0	0.0	42269	100
1	1790195600	1	0	0.000977708251857612	42269	100
1	1790195602	0	0	0.0	42269	0
1	1790195604	0	0	0.0	42269	100
1	1790195606	0	0	0.0	42269	0
1	1790195608	1	0	0.002150958154086835	42269	100
1	1790195610	0	0	0.0	42269	0
1	1790195612	0	0	0.0	42269	0
1	1790195614	1	0	0.00879937426671884	43949	100
1	1790195616	1	0	0.00899491591709034	43949	100
1	1790195618	1	0	0.00899491591709034	43949	100
1	1790195620	0	0	0.0	43949	98
1	1790195622	0	0	0.0	43949	0
1	1790195624	1	0	0.0007821666014861117	43949	100
1	1790195626	1	0	0.0025420414548298353	43949	100
1	1790195628	0	0	0.0	43949	39
1	1790195630	1	0	0.0015643332029722234	43949	100
1	1790195632	0	0	0.0	43949	0
1	1790195634	0	0	0.0	43949	100
1	1790195637	1	0	0.00430191630817367	43949	100
1	1790195639	0	0	0.0	43949	0
1	1790195641	0	0	0.0	43949	0
1	1790195643	1	0	0.000977708251857612	43949	100
1	1790195645	1	0	0.001173249902229223	43949	100
1	1790195647	0	0	0.0	43949	0
1	1790195649	1	0	0.000977708251857612	43949	100
1	1790195651	1	0	0.0025420414548298353	43949	100
1	1790195653	0	0	0.0	43949	0
1	1790195655	0	0	0.0	43949	0
1	1790195657	1	0	0.003128666405944447	43949	100
1	1790195659	0	0	0.0	43949	92
1	1790195661	1	0	0.0029331247555729467	43949	100
1	1790195663	1	0	0.003128666405944447	43949	100
1	1790195665	0	0	0.0	43949	0
1	1790195667	1	0	0.001173249902229223	43949	100
1	1790195669	1	0	0.0015643332029722234	43949	100
1	1790195671	0	0	0.0	43949	36
1	1790195673	1	0	0.001173249902229223	43949	100
1	1790195675	1	0	0.001173249902229223	43949	100
1	1790195677	0	0	0.0	43949	0
1	1790195680	0	0	0.0	43949	0
1	1790195682	0	0	0.0	43949	0
1	1790195684	1	0	0.0013687915526007233	43949	100
1	1790195686	0	0	0.0	43949	92
1	1790195688	1	0	0.000977708251857612	43949	100
1	1790195690	0	0	0.0	43949	53
1	1790195692	1	0	0.002150958154086835	43949	100
1	1790195694	1	0	0.0037152913570590584	43949	100
1	1790195696	1	0	0.001173249902229223	43949	100
1	1790195698	1	0	0.003128666405944447	43949	100
1	1790195700	1	0	0.003128666405944447	43949	100
1	1790195702	1	0	0.0013687915526007233	43949	100
1	1790195704	1	0	0.0025420414548298353	43949	100
1	1790195706	1	0	0.000977708251857612	43949	100
1	1790195708	1	0	0.0017598748533437236	43949	100
1	1790195710	1	0	0.0017598748533437236	43949	100
1	1790195712	1	0	0.0017598748533437236	43949	100
1	1790195714	1	0	0.002150958154086835	43949	100
