1790196710	4.491GiB / 61.94GiB
1790196713	5.01GiB / 61.94GiB
1790196716	5.295GiB / 61.94GiB
1790196719	5.588GiB / 61.94GiB
1790196722	5.761GiB / 61.94GiB
1790196725	6.265GiB / 61.94GiB
1790196728	6.305GiB / 61.94GiB
1790196731	6.481GiB / 61.94GiB
1790196734	7.738GiB / 61.94GiB
1790196737	9.445GiB / 61.94GiB
1790196740	9.816GiB / 61.94GiB
1790196743	11.15GiB / 61.94GiB
1790196746	11.38GiB / 61.94GiB
1790196749	11.59GiB / 61.94GiB
1790196752	12GiB / 61.94GiB
1790196755	14.01GiB / 61.94GiB
1790196758	11.46GiB / 61.94GiB
1790196761	10.42GiB / 61.94GiB
1790196764	10.05GiB / 61.94GiB
1790196767	11.21GiB / 61.94GiB
1790196770	10.17GiB / 61.94GiB
1790196773	9.961GiB / 61.94GiB
1790196776	10.7GiB / 61.94GiB
1790196780	9.825GiB / 61.94GiB
