1790196194	4.454GiB / 61.94GiB
1790196197	4.879GiB / 61.94GiB
1790196200	4.994GiB / 61.94GiB
1790196203	5.125GiB / 61.94GiB
1790196206	5.3GiB / 61.94GiB
1790196209	5.396GiB / 61.94GiB
1790196212	5.513GiB / 61.94GiB
1790196215	6.18GiB / 61.94GiB
1790196218	7.193GiB / 61.94GiB
1790196221	8.635GiB / 61.94GiB
1790196224	10.8GiB / 61.94GiB
1790196227	6.923GiB / 61.94GiB
1790196230	6.803GiB / 61.94GiB
1790196233	7.415GiB / 61.94GiB
1790196236	6.983GiB / 61.94GiB
1790196239	7.129GiB / 61.94GiB
1790196242	8.035GiB / 61.94GiB
1790196245	9.557GiB / 61.94GiB
1790196248	7.94GiB / 61.94GiB
1790196251	8.054GiB / 61.94GiB
1790196254	8.756GiB / 61.94GiB
1790196257	8.203GiB / 61.94GiB
1790196260	8.451GiB / 61.94GiB
1790196263	9.097GiB / 61.94GiB
1790196266	8.524GiB / 61.94GiB
1790196269	8.773GiB / 61.94GiB
1790196273	8.938GiB / 61.94GiB
1790196276	9.141GiB / 61.94GiB
1790196279	9.134GiB / 61.94GiB
1790196282	9.144GiB / 61.94GiB
