level	epoch	running	waiting	kv_usage	gpu_mem_mib	gpu_util
32	1790199375				37891	0
32	1790199377				37891	0
32	1790199380				37891	0
32	1790199382				37891	0
32	1790199385				37891	0
32	1790199389				37891	0
32	1790199391				37891	0
32	1790199394				37891	0
32	1790199396				37891	0
32	1790199398				37891	0
32	1790199401	3	0	0.003128666405944447	38281	60
32	1790199403	11	0	0.012123582323034787	39245	25
32	1790199405	14	0	0.018967540086038293	39245	71
32	1790199407	16	0	0.02620258114978491	39245	80
32	1790199409	9	0	0.018771998435666792	39245	33
32	1790199411	8	0	0.020531873289010516	41189	61
32	1790199413	5	0	0.015838873680093846	41189	31
32	1790199416	4	0	0.01329683222526401	41189	3
32	1790199418	2	0	0.009777082518576452	41189	100
32	1790199420	6	0	0.025811497849041798	43263	100
32	1790199422	16	0	0.051036370746969095	43263	91
32	1790199424	21	0	0.06394211967149	43263	100
32	1790199426	20	0	0.05181853734845521	43263	100
32	1790199428	13	0	0.037348455220962085	43263	58
32	1790199430	8	0	0.03070003910833008	43263	26
32	1790199432	7	0	0.03441533046538914	43263	100
32	1790199434	4	0	0.018576456785295292	43263	20
32	1790199437	4	0	0.015838873680093846	43263	46
32	1790199439	2	0	0.005279624560031282	43263	99
32	1790199441	5	0	0.02268283144309735	43263	100
32	1790199443	4	0	0.019358623386781404	43263	85
32	1790199445	10	0	0.028353539303871744	43263	99
32	1790199447	16	0	0.03441533046538914	43263	34
32	1790199449	6	0	0.01720766523269457	43263	96
32	1790199451	4	0	0.01349237387563551	43263	84
32	1790199453	1	0	0.005670707860774393	43263	98
32	1790199455	4	0	0.023856081345326574	43263	100
32	1790199457	23	2	0.070199452483379	44647	100
32	1790199459	28	0	0.07899882675009773	44647	72
32	1790199462	18	0	0.059444661712944824	44647	84
32	1790199464	15	0	0.054947203754399654	44647	100
32	1790199466	5	0	0.01779429018380918	44647	100
