1790199128	7.481GiB / 61.94GiB
1790199131	8.366GiB / 61.94GiB
1790199134	9.019GiB / 61.94GiB
1790199137	9.368GiB / 61.94GiB
1790199140	9.645GiB / 61.94GiB
1790199143	9.918GiB / 61.94GiB
1790199146	10.1GiB / 61.94GiB
1790199149	10.24GiB / 61.94GiB
1790199152	11.11GiB / 61.94GiB
1790199155	13.35GiB / 61.94GiB
1790199158	13.86GiB / 61.94GiB
1790199161	14.87GiB / 61.94GiB
1790199164	15.8GiB / 61.94GiB
1790199167	16.81GiB / 61.94GiB
1790199170	14.02GiB / 61.94GiB
1790199173	13.49GiB / 61.94GiB
1790199176	14.35GiB / 61.94GiB
1790199179	13.66GiB / 61.94GiB
1790199182	15.44GiB / 61.94GiB
1790199185	14.23GiB / 61.94GiB
1790199188	13.78GiB / 61.94GiB
