1790197878	7.506GiB / 61.94GiB
1790197881	7.693GiB / 61.94GiB
1790197884	7.72GiB / 61.94GiB
1790197887	7.793GiB / 61.94GiB
1790197890	7.85GiB / 61.94GiB
1790197893	7.819GiB / 61.94GiB
1790197896	7.831GiB / 61.94GiB
1790197899	7.77GiB / 61.94GiB
1790197902	7.799GiB / 61.94GiB
1790197905	7.871GiB / 61.94GiB
1790197908	7.843GiB / 61.94GiB
1790197911	7.914GiB / 61.94GiB
1790197914	7.946GiB / 61.94GiB
1790197917	8.241GiB / 61.94GiB
1790197920	9.396GiB / 61.94GiB
1790197923	11.5GiB / 61.94GiB
1790197926	8.668GiB / 61.94GiB
1790197929	8.433GiB / 61.94GiB
1790197932	9.493GiB / 61.94GiB
1790197935	8.731GiB / 61.94GiB
1790197938	8.587GiB / 61.94GiB
1790197941	8.689GiB / 61.94GiB
1790197944	9.566GiB / 61.94GiB
1790197947	8.942GiB / 61.94GiB
1790197950	9.037GiB / 61.94GiB
1790197953	9.258GiB / 61.94GiB
1790197957	9.026GiB / 61.94GiB
1790197960	9.06GiB / 61.94GiB
1790197963	9.41GiB / 61.94GiB
1790197966	9.347GiB / 61.94GiB
1790197969	10.98GiB / 61.94GiB
1790197972	9.599GiB / 61.94GiB
1790197975	9.5GiB / 61.94GiB
1790197978	9.867GiB / 61.94GiB
1790197981	9.571GiB / 61.94GiB
1790197984	9.976GiB / 61.94GiB
1790197987	9.781GiB / 61.94GiB
1790197990	9.908GiB / 61.94GiB
1790197993	10.97GiB / 61.94GiB
1790197996	10.27GiB / 61.94GiB
1790197999	10.27GiB / 61.94GiB
1790198002	10.51GiB / 61.94GiB
1790198005	10.13GiB / 61.94GiB
1790198008	10.24GiB / 61.94GiB
1790198011	10.21GiB / 61.94GiB
1790198014	11GiB / 61.94GiB
1790198017	10.42GiB / 61.94GiB
1790198020	10.6GiB / 61.94GiB
1790198023	10.48GiB / 61.94GiB
1790198026	10.48GiB / 61.94GiB
1790198029	10.58GiB / 61.94GiB
1790198032	10.69GiB / 61.94GiB
1790198035	11.02GiB / 61.94GiB
1790198038	10.81GiB / 61.94GiB
1790198041	11.52GiB / 61.94GiB
1790198044	10.87GiB / 61.94GiB
1790198047	10.96GiB / 61.94GiB
1790198050	10.88GiB / 61.94GiB
1790198053	10.88GiB / 61.94GiB
1790198056	10.88GiB / 61.94GiB
1790198059	11.7GiB / 61.94GiB
1790198062	11.34GiB / 61.94GiB
1790198065	11.15GiB / 61.94GiB
1790198068	11.16GiB / 61.94GiB
1790198071	11.2GiB / 61.94GiB
1790198074	11.37GiB / 61.94GiB
1790198077	11.29GiB / 61.94GiB
1790198081	11.43GiB / 61.94GiB
1790198084	11.36GiB / 61.94GiB
1790198087	11.48GiB / 61.94GiB
1790198090	11.43GiB / 61.94GiB
1790198093	11.5GiB / 61.94GiB
1790198096	11.58GiB / 61.94GiB
