1790199373	7.504GiB / 61.94GiB
1790199376	7.993GiB / 61.94GiB
1790199379	8.951GiB / 61.94GiB
1790199382	9.779GiB / 61.94GiB
1790199385	10.69GiB / 61.94GiB
1790199388	11.28GiB / 61.94GiB
1790199391	11.56GiB / 61.94GiB
1790199394	11.77GiB / 61.94GiB
1790199397	12.12GiB / 61.94GiB
1790199400	12.57GiB / 61.94GiB
1790199403	13.51GiB / 61.94GiB
1790199406	14.89GiB / 61.94GiB
1790199409	17.06GiB / 61.94GiB
1790199412	17.06GiB / 61.94GiB
1790199415	17.61GiB / 61.94GiB
1790199418	19.91GiB / 61.94GiB
1790199421	17.96GiB / 61.94GiB
1790199424	17.33GiB / 61.94GiB
1790199427	18.23GiB / 61.94GiB
1790199430	18.75GiB / 61.94GiB
1790199433	21.34GiB / 61.94GiB
1790199436	22.68GiB / 61.94GiB
1790199439	20.03GiB / 61.94GiB
1790199442	18.95GiB / 61.94GiB
1790199446	20.14GiB / 61.94GiB
1790199449	21.7GiB / 61.94GiB
1790199452	23.69GiB / 61.94GiB
1790199455	18.54GiB / 61.94GiB
1790199458	19.25GiB / 61.94GiB
1790199461	17.8GiB / 61.94GiB
1790199464	17.03GiB / 61.94GiB
