1790198603	7.52GiB / 61.94GiB
1790198606	7.982GiB / 61.94GiB
1790198609	8.127GiB / 61.94GiB
1790198612	8.251GiB / 61.94GiB
1790198615	8.423GiB / 61.94GiB
1790198618	8.558GiB / 61.94GiB
1790198621	8.716GiB / 61.94GiB
1790198624	9.175GiB / 61.94GiB
1790198627	9.981GiB / 61.94GiB
1790198630	11.02GiB / 61.94GiB
1790198633	13.8GiB / 61.94GiB
1790198636	10.64GiB / 61.94GiB
1790198639	9.639GiB / 61.94GiB
1790198642	10.72GiB / 61.94GiB
1790198645	10.23GiB / 61.94GiB
1790198648	11.28GiB / 61.94GiB
1790198651	11.73GiB / 61.94GiB
1790198654	10.92GiB / 61.94GiB
1790198657	11GiB / 61.94GiB
1790198660	11.7GiB / 61.94GiB
1790198663	11.12GiB / 61.94GiB
1790198666	11.23GiB / 61.94GiB
1790198669	12.69GiB / 61.94GiB
1790198672	11.45GiB / 61.94GiB
1790198675	11.4GiB / 61.94GiB
1790198678	12.12GiB / 61.94GiB
1790198681	12.04GiB / 61.94GiB
1790198684	12.14GiB / 61.94GiB
1790198687	12.58GiB / 61.94GiB
1790198690	12.3GiB / 61.94GiB
