1790198876	7.524GiB / 61.94GiB
1790198879	8.245GiB / 61.94GiB
1790198882	8.507GiB / 61.94GiB
1790198885	8.721GiB / 61.94GiB
1790198888	8.863GiB / 61.94GiB
1790198891	9.276GiB / 61.94GiB
1790198894	9.209GiB / 61.94GiB
1790198897	9.226GiB / 61.94GiB
1790198900	10.73GiB / 61.94GiB
1790198903	11.36GiB / 61.94GiB
1790198906	13.45GiB / 61.94GiB
1790198909	14.51GiB / 61.94GiB
1790198912	11.98GiB / 61.94GiB
1790198915	10.9GiB / 61.94GiB
1790198918	13.28GiB / 61.94GiB
1790198921	12.69GiB / 61.94GiB
1790198924	12.33GiB / 61.94GiB
1790198927	12.63GiB / 61.94GiB
1790198930	12.76GiB / 61.94GiB
1790198933	13.25GiB / 61.94GiB
1790198936	12.9GiB / 61.94GiB
1790198939	12.9GiB / 61.94GiB
1790198943	12.86GiB / 61.94GiB
